Number,lemma,Category,Level
1751,droga,(s.f.),B2
1752,dubbio,(s.m.),B2
1753,dubitare,(v.int.),B2
1754,eccetera,(locuz.),B2
1755,eccetto,(prep.),B2
1756,educazione,(s.f.),B2
1757,elezione,(s.f.),B2
1758,enorme,(agg.),B2
1759,entro,(prep.),B2
1760,epoca,(s.f.),B2
1761,esatto,(agg. - avv.),B2
1762,escludere,(v.t.),B2
1763,esercito,(s.m.),B2
1764,esistere,(v.int.),B2
1765,espressione,(s.f.),B2
1766,esterno,(agg.),B2
1767,evidente,(agg.),B2
1768,evidenza,(s.f.),B2
1769,farcela,(v. t. pron.),B2
1770,fastidio,(s.m.),B2
1771,fatica,(s.f.),B2
1772,fede,(s.f.),B2
1773,feriale,(agg.),B2
1774,festivo,(agg.),B2
1775,fidarsi,(v. int. pron.),B2
1776,fiducia,(s.f.),B2
1777,figo,(agg.),B2
1778,figura,(s.f.),B2
1779,figurarsi,(v.t.pron.),B2
1780,fila,(s.f.),B2
1781,finché,(cong.),B2
1782,finora,(avv.),B2
1783,finto,(agg.),B2
1784,folla,(s.f.),B2
1785,fondo,(s.m.),B2
1786,formazione,(s.f.),B2
1787,fornitore,(s.m.),B2
1788,fragile,(agg.),B2
1789,fregarsene,(v.int.pron.),B2
1790,frenare,(v.int.),B2
1791,furto,(s.m.),B2
1792,galera,(s.f.),B2
1793,galleria,(s.f.),B2
1794,ganzo,(agg.),B2
1795,generazione,(s.f.),B2
1796,gesto,(s.m.),B2
1797,ghiacciaio,(s.m.),B2
1798,giudice,(s.m.),B2
1799,giustizia,(s.f.),B2
1800,globalizzazione,(s.f.),B2
1801,governo,(s.m.),B2
1802,grave,(agg.),B2
1803,gridare,(v.int.),B2
1804,guerra,(s.f.),B2
1805,gustare,(v.t.),B2
1806,ideale,(agg.),B2
1807,ideologia,(s.f.),B2
1808,imitare,(v.t.),B2
1809,immagine,(s.f.),B2
1810,immobile,(s.m.),B2
1811,impensabile,(agg.),B2
1812,importanza,(s.f.),B2
1813,impresa,(s.f.),B2
1814,impressione,(s.f.),B2
1815,includere,(v.t.),B2
1816,indispensabile,(agg.),B2
1817,infanzia,(s.f.),B2
1818,inferiore,(agg.),B2
1819,innanzitutto,(avv.),B2
1820,innocente,(agg.),B2
1821,inquilino/a,(s.m. - s.f.),B2
1822,inquinamento,(s.m.),B2
1823,insistere,(v.int.),B2
1824,intanto,(avv.),B2
1825,intendere,(v.t.),B2
1826,intenzione,(s.f.),B2
1827,interesse,(s.m.),B2
1828,interno,(agg. - s.m.),B2
1829,interrompere,(v.t.),B2
1830,intervenire,(v. int.),B2
1831,intervista,(s.f.),B2
1832,investire,(v.t.),B2
1833,invisibile,(agg.),B2
1834,iscriversi,(v.rifl.),B2
1835,iscrizione,(s.f.),B2
1836,laggiù,(avv.),B2
1837,lassù,(avv.),B2
1838,lamentarsi,(v. int. pron.),B2
1839,lato,(s.m.),B2
1840,lavorativo,(agg.),B2
1841,legge,(s.f.),B2
1842,liberare,(v.t.),B2
1843,libertà,(s.f.),B2
1844,licenziare,(v.t.),B2
1845,litigare,(v. int.),B2
1846,logico,(agg.),B2
1847,lordo,(agg.),B2
1848,magari,(inter. - cong.),B2
1849,mah,(inter.),B2
1850,maiuscola,(s.f.),B2
1851,manager,(s.m. - s.f.),B2
1852,mancanza,(s.f.),B2
1853,maniera,(s.f.),B2
1854,mantenere,(v.t.),B2
1855,maternità,(s.f.),B2
1856,matto,(agg.),B2
1857,maturità,(s.f.),B2
1858,mente,(s.f.),B2
1859,merce,(s.f.),B2
1860,messa,(s.f.),B2
1861,metodo,(s.m.),B2
1862,mettercela,(v.t. pron.),B2
1863,militare,(agg. - s.m.),B2
1864,millimetro,(s.m.),B2
1865,ministro,(s.m.),B2
1866,minuscola,(s.f.),B2
1867,minuscolo,(agg.),B2
1868,miseria,(s.f.),B2
1869,mittente,(s.m.),B2
1870,moltiplicare,(v.t.),B2
1871,morbido,(agg.),B2
1872,mostrare,(v.t.),B2
1873,movimento,(s.m.),B2
1874,multa,(s.f.),B2
1875,municipio,(s.m.),B2
1876,mura,(s.f.),B2
1877,muto,(agg.),B2
1878,mutuo,(s.m.),B2
1879,nemico,(s.m. agg.),B2
1880,nemmeno,(avv. - cong.),B2
1881,netto,(agg.),B2
1882,nonostante,(prep. - cong.),B2
1883,nubile,(agg.),B2
1884,nulla,(avv.),B2
1885,obbligare,(v.t.),B2
1886,oggigiorno,(avv.),B2
1887,ognuno,(pron.),B2
1888,omicidio,(s.m.),B2
1889,onestà,(s.f.),B2
1890,opportunità,(s.f.),B2
1891,opportuno,(agg.),B2
1892,organizzazione,(s.f.),B2
1893,orizzontale,(agg.),B2
1894,ormai,(avv.),B2
1895,ovvio,(agg.),B2
1896,pace,(s.f.),B2
1897,paesaggio,(s.m.),B2
1898,paga,(s.f.),B2
1899,pagamento,(s.m.),B2
1900,Papa,(s.m.),B2
1901,parecchio,(avv. - agg.),B2
1902,parentesi,(s.f.),B2
1903,parlamento,(s.m.),B2
1904,partito,(s.m.),B2
1905,patto,(s.m.),B2
1906,pazzesco,(agg.),B2
1907,pena,(s.f.),B2
1908,perdonare,(v.t.),B2
1909,perfino,(avv.),B2
1910,pericoloso,(agg.),B2
1911,personaggio,(s.m.),B2
1912,personale,(agg. - s.m.),B2
1913,personalità,(s.f.),B2
1914,personalmente,(avv.),B2
1915,pietà,(s.f.),B2
1916,pistola,(s.f.),B2
1917,poiché,(cong.),B2
1918,politica,(s.f.),B2
1919,politico,(agg.),B2
1920,polizza,(s.f.),B2
1921,porco,(agg.),B2
1922,porgere,(v.t.),B2
1923,possedere,(v.t.),B2
1924,povertà,(s.f.),B2
1925,precedenza,(s.f.),B2
1926,prendersela,(v. t. pron.),B2
1927,preoccupazione,(s.f.),B2
1928,presentazione,(s.f.),B2
1929,presente,(agg.),B2
1930,presenza,(s.f.),B2
1931,presidente,(s.m.),B2
1932,presso,(avv.),B2
1933,prestito,(s.m.),B2
1934,prete,(s.m.),B2
1935,prigione,(s.f.),B2
1936,principale,(s.m.),B2
1937,privato,(agg.),B2
1938,probabilità,(s.f.),B2
1939,processo,(s.m.),B2
1940,progetto,(s.m.),B2
1941,proibire,(v.t.),B2
1942,proposito,(s.m.),B2
1943,proteggere,(v.t.),B2
1944,Provincia,(s.f.),B2
1945,pubblico,(agg.),B2
1946,purché,(cong.),B2
1947,puro,(agg.),B2
1948,puzza,(s.f.),B2
1949,puzzare,(v.int.),B2
1950,qualità,(s.f.),B2
1951,qualunque,(agg.),B2
1952,questione,(s.f.),B2
1953,quintale,(s.m.),B2
1954,raccomandarsi,(v.int.pron.),B2
1955,raggiungere,(v.t.),B2
1956,rallentare,(v.t.),B2
1957,rapina,(s.f.),B2
1958,rapporto,(s.m.),B2
1959,rata,(s.f.),B2
1960,reagire,(v.int.),B2
1961,realizzare,(v.t.),B2
1962,realtà,(s.f.),B2
1963,reclamo,(s.m.),B2
1964,Regione,(s.f.),B2
1965,regola,(s.f.),B2
1966,relazione,(s.f.),B2
1967,religioso,(agg.),B2
1968,repubblica,(s.f.),B2
1969,residenza,(s.f.),B2
1970,responsabile,(agg. - s.m. - s.f.),B2
1971,responsabilità,(s.f.),B2
1972,ricchezza,(s.f.),B2
1973,ricerca,(s.f.),B2
1974,ricevuta,(s.f.),B2
1975,riconoscere,(v.t.),B2
1976,ridicolo,(agg.),B2
1977,riferire/si,(v.t. - v.int.pron.),B2
1978,rifiutare,(v.t.),B2
1979,riflettere,(v.int.),B2
1980,riguardare,(v.t.),B2
1981,rimettersi,(v.int.pron.),B2
1982,rinunciare,(v.int.),B2
1983,riprendere/si,(v.t. - v.int.pron.),B2
1984,rischioso,(agg.),B2
1985,riscontro,(s.m.),B2
1986,risolvere,(v.t.),B2
1987,risparmiare,(v.t.),B2
1988,rispettare,(v.t.),B2
1989,rispetto,(s.m.),B2
1990,roba,(s.f.),B2
1991,rotatoria,(s.f.),B2
1992,ruvido,(agg.),B2
1993,saggio,(s.m.),B2
1994,salvare,(v.t.),B2
1995,santo,(agg. - s.m.),B2
1996,scherzare,(v.int.),B2
1997,sconfiggere,(v.t.),B2
1998,scopo,(s.m.),B2
1999,scorretto,(agg.),B2
2000,scusa,(s.f.),B2
2001,sé,(pron.),B2
2002,sebbene,(cong.),B2
2003,sede,(s.f.),B2
2004,seguito,(s.m.),B2
2005,senato,(s.m.),B2
2006,sensazione,(s.f.),B2
2007,senso,(s.m.),B2
2008,sentimento,(s.m.),B2
2009,servizio,(s.m.),B2
2010,sesso,(s.m.),B2
2011,sfruttare,(v.t.),B2
2012,sicurezza,(s.f.),B2
2013,significato,(s.m.),B2
2014,sillaba,(s.f.),B2
2015,sindacato,(s.m.),B2
2016,sindaco,(s.m.),B2
2017,sistema,(s.m.),B2
2018,sociale,(agg.),B2
2019,società,(s.f.),B2
2020,socio/a,(s.m. - s.f.),B2
2021,soddisfatto,(agg.),B2
2022,soffrire,(v.int.),B2
2023,soldato/essa,(s.m. - s.f.),B2
2024,solitudine,(s.f.),B2
2025,sollecito,(agg.),B2
2026,soluzione,(s.f.),B2
2027,somma,(s.f.),B2
2028,sopravvivere,(v.int.),B2
2029,sordo,(agg.),B2
2030,sospendere,(v.t.),B2
2031,sottolineare,(v.t.),B2
2032,sottrarre,(v.t.),B2
2033,sparare,(v.t.),B2
2034,spazio,(s.m.),B2
2035,specializzarsi,(v. int. pron.),B2
2036,specializzazione,(s.f.),B2
2037,spiegare/si,(v.t. – v.rifl.),B2
2038,statale,(agg.),B2
2039,stato,(s.m.),B2
2040,stile,(s.m.),B2
2041,stipendio,(s.m.),B2
2042,suora,(s.f.),B2
2043,superiore,(agg.),B2
2044,svantaggio,(s.m.),B2
2045,svegliare/si,(v.t - v.int.pron.),B2
2046,sviluppare,(v.t.),B2
2047,sviluppo,(s.m.),B2
2048,tale,(agg.),B2
2049,talvolta,(avv.),B2
2050,tariffa,(s.f.),B2
2051,tassa,(s.f.),B2
2052,tavola,(s.f.),B2
2053,tecnologia,(s.f.),B2
2054,telegramma,(s.m.),B2
2055,temere,(v.t.),B2
2056,tensione,(s.f.),B2
2057,teoria,(s.f.),B2
2058,terapia,(s.f.),B2
2059,terrorismo,(s.m.),B2
2060,terrorizzare,(v.t.),B2
2061,testo,(s.m.),B2
2062,tipico,(agg.),B2
2063,tonnellata,(s.f.),B2
2064,torto,(s.m.),B2
2065,tradizionale,(agg.),B2
2066,tranquillità,(s.f.),B2
2067,trasformare,(v.t.),B2
2068,trattare,(v.t.),B2
2069,tratto,(s.m.),B2
2070,tribunale,(s.m.),B2
2071,turismo,(s.m.),B2
2072,uccidere,(v.t.),B2
2073,uffa,(inter.),B2
2074,urgente,(agg.),B2
2075,valere,(v.t. - v.int.),B2
2076,valore,(s.m.),B2
2077,vantaggio,(s.m.),B2
2078,vario,(agg.),B2
2079,vegetariano,(agg.),B2
2080,velocità,(s.f.),B2
2081,vergognarsi,(v.int. pron.),B2
2082,verità,(s.f.),B2
2083,verticale,(agg.),B2
2084,violenza,(s.f.),B2
2085,virgoletta,(s.f.),B2
2086,viso,(s.m.),B2
2087,vista,(s.f.),B2
2088,vocale,(s.f.),B2
2089,volontà,(s.f.),B2
2090,votare,(v.t.),B2
